CBSA,zip
49340,01031
44140,01032
44140,01033
44140,01034
44140,01035
44140,01036
49340,01037
44140,01038
44140,01039
44140,01040
44140,01041
44140,01050
44140,01053
44140,01054
44140,01056
44140,01057
44140,01059
44140,01060
44140,01061
44140,01062
44140,01063
44140,01066
49340,01068
44140,01069
44140,01070
38340,01070
44140,01071
44140,01072
44140,01073
49340,01074
44140,01075
44140,01077
44140,01079
44140,01080
44140,01081
49340,01082
44140,01082
49340,01083
44140,01084
44140,01085
44140,01088
44140,01089
44140,01090
49340,01092
44140,01093
49340,01094
44140,01095
44140,01096
44140,01097
44140,01098
44140,01101
44140,01103
44140,01104
44140,01105
44140,01106
44140,01107
44140,01108
44140,01109
44140,01111
44140,01115
44140,01116
44140,01118
44140,01119
44140,01128
44140,01129
44140,01138
44140,01139
44140,01144
44140,01151
44140,01152
44140,01199
38340,01201
38340,01202
38340,01220
38340,01222
38340,01223
44140,01223
38340,01224
38340,01225
38340,01226
38340,01227
38340,01229
38340,01230
44140,01235
38340,01235
38340,01236
38340,01237
38340,01238
38340,01240
38340,01242
44140,01243
38340,01244
38340,01245
44140,01247
38340,01247
38340,01252
38340,01253
38340,01254
38340,01255
38340,01256
38340,01257
38340,01258
38340,01259
38340,01260
38340,01262
38340,01263
38340,01264
38340,01266
38340,01267
38340,01270
44140,01301
44140,01302
44140,01330
44140,01331
49340,01331
44140,01337
44140,01338
44140,01339
44140,01340
44140,01341
44140,01342
44140,01343
38340,01343
44140,01344
44140,01346
44140,01347
44140,01349
44140,01350
44140,01351
44140,01354
44140,01355
44140,01360
49340,01364
44140,01364
49340,01366
44140,01367
38340,01367
49340,01368
44140,01370
44140,01373
44140,01375
44140,01376
44140,01378
44140,01379
44140,01380
49340,01420
49340,01430
14460,01431
49340,01431
14460,01432
14460,01434
49340,01434
49340,01436
49340,01438
49340,01440
49340,01441
14460,01450
49340,01451
14460,01451
49340,01452
49340,01453
49340,01460
14460,01460
49340,01462
14460,01462
14460,01463
14460,01464
49340,01467
49340,01468
14460,01469
14460,01472
49340,01473
14460,01474
49340,01475
49340,01501
49340,01503
14460,01503
49340,01504
14460,01504
49340,01505
49340,01506
49340,01507
49340,01508
49340,01509
49340,01510
49340,01515
49340,01516
49340,01518
49340,01519
49340,01520
44140,01521
49340,01522
49340,01523
49340,01524
49340,01525
49340,01526
49340,01527
49340,01529
49340,01531
49340,01532
14460,01532
49340,01534
49340,01535
49340,01536
49340,01537
49340,01538
49340,01540
49340,01541
49340,01542
49340,01543
49340,01545
49340,01546
49340,01550
49340,01560
49340,01561
49340,01562
49340,01564
49340,01566
49340,01568
49340,01569
49340,01570
49340,01571
49340,01581
49340,01583
49340,01585
49340,01586
49340,01588
49340,01590
49340,01601
49340,01602
49340,01603
49340,01604
49340,01605
49340,01606
49340,01607
49340,01608
49340,01609
49340,01610
49340,01611
49340,01612
49340,01613
49340,01614
49340,01653
49340,01655
14460,01701
14460,01702
14460,01703
14460,01704
14460,01718
14460,01719
14460,01720
14460,01721
14460,01730
14460,01731
49340,01740
14460,01741
14460,01742
49340,01745
14460,01746
49340,01747
14460,01748
49340,01748
14460,01749
49340,01749
14460,01752
49340,01752
14460,01754
49340,01756
14460,01756
49340,01757
14460,01760
14460,01770
49340,01772
14460,01773
14460,01775
14460,01776
14460,01778
14460,01784
14460,01801
14460,01803
14460,01805
14460,01810
14460,01812
14460,01821
14460,01822
14460,01824
14460,01826
14460,01827
14460,01830
14460,01831
14460,01832
14460,01833
14460,01834
14460,01835
14460,01840
14460,01841
14460,01842
14460,01843
14460,01844
14460,01845
14460,01850
14460,01851
14460,01852
14460,01853
14460,01854
14460,01860
14460,01862
14460,01863
14460,01864
14460,01865
14460,01866
14460,01867
14460,01876
14460,01879
14460,01880
14460,01885
14460,01886
14460,01887
14460,01888
14460,01889
14460,01890
14460,01899
14460,01901
14460,01902
14460,01903
14460,01904
14460,01905
14460,01906
14460,01907
14460,01908
14460,01910
14460,01913
14460,01915
14460,01921
14460,01922
14460,01923
14460,01929
14460,01930
14460,01931
14460,01936
14460,01937
14460,01938
14460,01940
14460,01944
14460,01945
14460,01949
14460,01950
14460,01951
14460,01952
14460,01960
14460,01961
14460,01965
14460,01966
14460,01969
14460,01970
14460,01971
14460,01982
14460,01983
14460,01984
14460,01985
14460,02018
14460,02019
14460,02020
14460,02021
14460,02025
14460,02026
14460,02027
14460,02030
14460,02032
14460,02035
14460,02038
14460,02041
14460,02043
14460,02044
14460,02045
14460,02047
14460,02048
39300,02048
14460,02050
14460,02051
14460,02052
14460,02053
14460,02054
14460,02056
14460,02059
14460,02060
14460,02061
14460,02062
14460,02065
14460,02066
14460,02067
14460,02070
14460,02071
14460,02072
14460,02081
14460,02090
14460,02093
14460,02108
14460,02109
14460,02110
14460,02111
14460,02112
14460,02113
14460,02114
14460,02115
14460,02116
14460,02117
14460,02118
14460,02119
14460,02120
14460,02121
14460,02122
14460,02123
14460,02124
14460,02125
14460,02126
14460,02127
14460,02128
14460,02129
14460,02130
14460,02131
14460,02132
14460,02133
14460,02134
14460,02135
14460,02136
14460,02137
14460,02138
14460,02139
14460,02140
14460,02141
14460,02142
14460,02143
14460,02144
14460,02145
14460,02148
14460,02149
14460,02150
14460,02151
14460,02152
14460,02155
14460,02163
14460,02169
14460,02170
14460,02171
14460,02176
14460,02180
14460,02184
14460,02185
14460,02186
14460,02188
14460,02189
14460,02190
14460,02191
14460,02196
14460,02199
14460,02201
14460,02203
14460,02205
14460,02210
14460,02215
14460,02217
14460,02222
14460,02238
14460,02269
14460,02301
14460,02302
14460,02303
14460,02304
14460,02305
14460,02322
14460,02324
14460,02325
14460,02327
14460,02330
14460,02331
14460,02332
14460,02333
39300,02334
14460,02337
14460,02338
14460,02339
14460,02341
14460,02343
14460,02344
14460,02345
14460,02346
39300,02347
14460,02347
14460,02348
14460,02349
14460,02350
14460,02351
14460,02355
14460,02356
39300,02356
39300,02357
14460,02358
14460,02359
12700,02360
14460,02360
14460,02361
14460,02362
14460,02364
14460,02366
14460,02367
14460,02368
14460,02370
39300,02375
14460,02375
14460,02379
14460,02381
14460,02382
14460,02420
14460,02421
14460,02445
14460,02446
14460,02447
14460,02451
14460,02452
14460,02453
14460,02454
14460,02455
14460,02458
14460,02459
14460,02460
14460,02461
14460,02462
14460,02464
14460,02465
14460,02466
14460,02467
14460,02468
14460,02471
14460,02472
14460,02474
14460,02476
14460,02477
14460,02478
14460,02481
14460,02482
14460,02492
14460,02493
14460,02494
12700,02532
14460,02532
12700,02534
47240,02535
12700,02536
12700,02537
14460,02538
47240,02539
12700,02540
12700,02541
12700,02542
12700,02543
47240,02552
12700,02553
99999,02554
12700,02556
47240,02557
14460,02558
12700,02559
12700,02561
12700,02562
12700,02563
99999,02564
39300,02568
47240,02568
14460,02571
12700,02574
47240,02575
14460,02576
99999,02584
12700,02601
12700,02630
12700,02631
12700,02632
12700,02633
12700,02634
12700,02635
12700,02637
12700,02638
12700,02639
12700,02641
12700,02642
12700,02643
12700,02644
12700,02645
12700,02646
12700,02647
12700,02648
12700,02649
12700,02650
12700,02651
12700,02652
12700,02653
12700,02655
12700,02657
12700,02659
12700,02660
12700,02661
12700,02662
12700,02663
12700,02664
12700,02666
12700,02667
12700,02668
12700,02669
12700,02670
12700,02671
12700,02672
12700,02673
12700,02675
39300,02702
14460,02702
39300,02703
39300,02712
47240,02713
39300,02715
39300,02717
39300,02718
39300,02719
39300,02720
39300,02721
39300,02722
39300,02723
39300,02724
39300,02725
39300,02726
14460,02738
14460,02739
39300,02740
39300,02741
39300,02742
39300,02743
39300,02744
39300,02745
39300,02746
39300,02747
39300,02748
39300,02760
39300,02761
14460,02762
39300,02763
39300,02764
39300,02766
14460,02767
39300,02767
39300,02768
39300,02769
39300,02770
14460,02770
39300,02771
39300,02777
14460,02779
39300,02779
39300,02780
39300,02790
39300,02791
39300,02801
39300,02802
39300,02804
39300,02806
39300,02807
39300,02808
39300,02809
39300,02812
39300,02813
39300,02814
39300,02815
39300,02816
39300,02817
39300,02818
39300,02822
39300,02823
39300,02824
39300,02825
39300,02826
39300,02827
39300,02828
39300,02829
39300,02830
39300,02831
39300,02832
39300,02833
39300,02835
39300,02836
39300,02837
39300,02838
39300,02839
39300,02840
39300,02841
39300,02842
39300,02852
39300,02857
39300,02858
39300,02859
39300,02860
39300,02861
39300,02862
39300,02863
39300,02864
39300,02865
39300,02871
39300,02872
39300,02873
39300,02874
39300,02875
39300,02876
39300,02877
39300,02878
39300,02879
39300,02880
39300,02881
39300,02882
39300,02883
39300,02885
39300,02886
39300,02887
39300,02888
39300,02889
39300,02891
39300,02892
39300,02893
39300,02894
39300,02895
39300,02896
39300,02898
39300,02901
39300,02902
39300,02903
39300,02904
39300,02905
39300,02906
39300,02907
39300,02908
39300,02909
39300,02910
39300,02911
39300,02912
39300,02914
39300,02915
39300,02916
39300,02917
39300,02918
39300,02919
39300,02920
39300,02921
39300,02940
31700,03031
14460,03032
31700,03033
14460,03034
18180,03034
14460,03036
14460,03037
14460,03038
14460,03041
14460,03042
31700,03043
14460,03044
31700,03045
18180,03046
31700,03047
31700,03048
31700,03049
31700,03051
31700,03052
14460,03053
31700,03054
31700,03055
31700,03057
31700,03060
31700,03061
31700,03062
31700,03063
31700,03064
31700,03070
31700,03071
14460,03073
31700,03076
14460,03076
14460,03077
14460,03079
31700,03082
31700,03084
31700,03086
14460,03087
31700,03101
18180,03102
31700,03102
31700,03103
14460,03103
18180,03104
31700,03104
14460,03104
31700,03105
18180,03106
31700,03106
31700,03108
31700,03109
31700,03110
31700,03111
30100,03215
18180,03216
29060,03217
30100,03217
29060,03218
29060,03220
18180,03220
18180,03221
30100,03222
30100,03223
18180,03224
29060,03225
99999,03226
29060,03226
99999,03227
18180,03229
18180,03230
30100,03230
18180,03231
18180,03233
14460,03234
18180,03234
18180,03235
29060,03237
18180,03237
30100,03238
30100,03240
30100,03241
18180,03242
18180,03243
30100,03243
30100,03244
31700,03244
30100,03245
29060,03245
29060,03246
29060,03249
30100,03251
29060,03252
29060,03253
29060,03254
99999,03254
18180,03255
29060,03256
18180,03257
30100,03257
18180,03258
99999,03259
18180,03260
14460,03261
30100,03262
18180,03263
30100,03264
30100,03266
18180,03268
29060,03269
18180,03272
18180,03273
18180,03275
29060,03276
18180,03276
18180,03278
30100,03279
18180,03280
31700,03280
30100,03280
28300,03280
31700,03281
18180,03281
30100,03282
30100,03284
30100,03285
18180,03287
29060,03289
14460,03290
14460,03291
29060,03299
18180,03301
18180,03302
18180,03303
18180,03304
18180,03305
18180,03307
28300,03431
28300,03435
31700,03440
28300,03441
31700,03442
28300,03443
28300,03444
28300,03445
28300,03446
28300,03447
28300,03448
31700,03449
28300,03450
28300,03451
31700,03452
28300,03452
28300,03455
28300,03456
30100,03456
28300,03457
28300,03458
31700,03458
28300,03461
28300,03462
28300,03464
28300,03465
28300,03466
28300,03467
31700,03468
28300,03469
28300,03470
30100,03561
13620,03570
30100,03574
13620,03574
13620,03575
13620,03576
13620,03579
30100,03580
13620,03581
13620,03582
13620,03583
13620,03584
30100,03585
30100,03586
13620,03588
13620,03589
13620,03590
13620,03592
13620,03593
13620,03595
13620,03597
30100,03598
13620,03598
30100,03601
28300,03602
30100,03602
30100,03603
28300,03604
30100,03605
30100,03607
30100,03608
28300,03608
28300,03609
30100,03740
30100,03741
30100,03743
30100,03745
30100,03746
30100,03748
30100,03749
30100,03750
30100,03751
30100,03752
30100,03753
30100,03754
30100,03755
30100,03756
30100,03765
30100,03766
30100,03768
30100,03769
30100,03770
30100,03771
30100,03773
30100,03774
30100,03777
30100,03779
30100,03780
30100,03781
18180,03782
30100,03782
30100,03784
30100,03785
14460,03801
14460,03802
14460,03803
38860,03804
29060,03809
14460,03809
29060,03810
14460,03811
99999,03812
99999,03813
99999,03814
14460,03815
99999,03816
99999,03817
99999,03818
14460,03819
14460,03820
14460,03821
14460,03822
14460,03823
14460,03824
14460,03825
14460,03826
14460,03827
99999,03830
99999,03832
14460,03833
14460,03835
99999,03836
29060,03837
99999,03838
14460,03839
14460,03840
14460,03841
14460,03842
14460,03843
14460,03844
99999,03845
99999,03846
99999,03847
14460,03848
99999,03849
99999,03850
14460,03851
14460,03852
99999,03853
14460,03854
14460,03855
14460,03856
14460,03857
14460,03858
14460,03859
99999,03860
14460,03861
14460,03862
99999,03864
14460,03865
14460,03866
14460,03867
14460,03868
14460,03869
14460,03870
14460,03871
99999,03872
14460,03873
14460,03874
99999,03875
14460,03878
99999,03882
99999,03883
14460,03884
14460,03885
99999,03886
99999,03887
14460,03887
99999,03890
99999,03894
99999,03896
99999,03897
38860,03901
38860,03902
38860,03903
38860,03904
38860,03905
38860,03906
38860,03907
38860,03908
38860,03909
38860,03910
38860,03911
38860,04001
38860,04002
38860,04003
38860,04004
38860,04005
38860,04006
38860,04008
38860,04009
99999,04010
38860,04011
38860,04013
38860,04014
38860,04015
99999,04016
38860,04017
38860,04019
38860,04020
38860,04021
99999,04022
38860,04024
38860,04027
38860,04028
38860,04029
38860,04030
38860,04032
38860,04033
38860,04034
99999,04037
38860,04038
38860,04039
99999,04040
38860,04040
99999,04041
38860,04042
38860,04043
38860,04046
38860,04047
38860,04048
38860,04049
38860,04050
99999,04051
38860,04054
38860,04055
38860,04056
38860,04057
38860,04061
38860,04062
38860,04063
38860,04064
38860,04066
99999,04068
38860,04069
38860,04070
38860,04071
38860,04072
38860,04073
38860,04074
38860,04076
38860,04077
38860,04078
38860,04079
38860,04082
38860,04083
38860,04084
38860,04085
38860,04086
38860,04087
99999,04088
38860,04090
38860,04091
38860,04092
38860,04093
38860,04094
38860,04095
38860,04096
38860,04097
38860,04098
38860,04101
38860,04102
38860,04103
38860,04104
38860,04105
38860,04106
38860,04107
38860,04108
38860,04109
38860,04110
38860,04112
38860,04116
38860,04122
38860,04123
38860,04124
30340,04210
30340,04211
30340,04212
99999,04216
99999,04217
99999,04219
99999,04220
30340,04220
99999,04221
38860,04222
30340,04222
30340,04223
99999,04224
99999,04225
99999,04226
99999,04227
30340,04228
30340,04230
99999,04231
99999,04234
30340,04236
99999,04237
99999,04238
30340,04238
30340,04239
99999,04239
30340,04240
30340,04241
30340,04243
30340,04250
30340,04252
38860,04252
30340,04253
12300,04254
30340,04254
99999,04255
30340,04256
99999,04257
30340,04258
12300,04259
38860,04260
30340,04260
99999,04261
99999,04262
30340,04263
12300,04265
30340,04266
99999,04267
99999,04268
99999,04270
30340,04270
99999,04271
30340,04274
38860,04274
99999,04275
99999,04276
30340,04280
99999,04281
30340,04282
12300,04284
99999,04285
99999,04286
12300,04287
38860,04287
30340,04288
99999,04289
99999,04290
30340,04291
99999,04292
99999,04294
12300,04330
12300,04332
12300,04333
12300,04336
12300,04338
99999,04341
99999,04342
12300,04343
12300,04344
38860,04345
12300,04345
12300,04346
12300,04347
99999,04348
12300,04349
12300,04350
12300,04351
12300,04352
12300,04353
99999,04353
99999,04354
12300,04355
12300,04357
38860,04357
99999,04358
12300,04358
12300,04359
12300,04360
12300,04363
12300,04364
12620,04401
12620,04402
99999,04406
99999,04408
12620,04410
12620,04411
12620,04412
99999,04413
99999,04414
99999,04415
99999,04416
12620,04417
12620,04418
12620,04419
99999,04420
99999,04421
12620,04422
99999,04424
99999,04426
12620,04427
12620,04428
99999,04429
12620,04429
12620,04430
99999,04431
12620,04434
12620,04435
99999,04438
99999,04441
99999,04442
99999,04443
12620,04444
12620,04448
99999,04448
12620,04449
12620,04450
12620,04451
99999,04451
12620,04453
99999,04454
12620,04455
12620,04456
12620,04457
99999,04459
12620,04459
12620,04460
12620,04461
12620,04462
99999,04463
99999,04464
12620,04468
12620,04469
99999,04471
99999,04472
12620,04473
12620,04474
12620,04475
99999,04476
99999,04478
99999,04479
99999,04481
99999,04485
12620,04487
99999,04487
12620,04488
12620,04489
99999,04490
99999,04491
99999,04492
12620,04493
12620,04495
99999,04496
99999,04497
12620,04497
38860,04530
99999,04535
99999,04537
99999,04538
99999,04539
99999,04541
99999,04543
99999,04544
99999,04547
38860,04548
99999,04551
99999,04553
99999,04554
99999,04555
99999,04556
99999,04558
38860,04562
99999,04563
99999,04564
38860,04565
99999,04568
99999,04570
99999,04571
99999,04572
99999,04573
99999,04574
99999,04575
99999,04576
99999,04578
38860,04579
99999,04605
99999,04606
99999,04607
99999,04609
99999,04611
99999,04612
99999,04613
99999,04614
99999,04616
99999,04617
99999,04619
99999,04622
99999,04623
99999,04624
99999,04625
99999,04626
99999,04627
99999,04628
99999,04629
99999,04630
99999,04631
99999,04634
99999,04635
99999,04637
99999,04640
99999,04642
99999,04643
99999,04644
99999,04645
99999,04646
99999,04648
99999,04649
99999,04650
99999,04652
99999,04653
99999,04654
99999,04655
99999,04657
99999,04658
99999,04660
99999,04662
99999,04664
99999,04666
99999,04667
99999,04668
99999,04669
99999,04671
99999,04672
99999,04673
99999,04674
99999,04675
99999,04676
99999,04677
99999,04679
99999,04680
99999,04681
99999,04683
99999,04684
99999,04685
99999,04686
99999,04691
99999,04693
99999,04694
99999,04730
99999,04732
12620,04733
99999,04733
99999,04734
99999,04735
99999,04736
99999,04737
99999,04738
99999,04739
99999,04740
99999,04742
99999,04743
99999,04744
99999,04745
99999,04746
99999,04747
99999,04750
99999,04751
99999,04756
99999,04757
99999,04758
99999,04760
99999,04761
99999,04762
99999,04763
99999,04764
12620,04765
99999,04766
99999,04768
99999,04769
99999,04772
99999,04773
99999,04774
99999,04775
99999,04776
99999,04777
12620,04777
99999,04779
99999,04780
99999,04781
99999,04783
99999,04785
99999,04786
99999,04787
99999,04841
99999,04843
99999,04847
99999,04848
99999,04849
99999,04850
99999,04851
99999,04852
99999,04853
99999,04854
99999,04855
99999,04856
99999,04858
99999,04859
99999,04860
99999,04861
99999,04862
99999,04863
99999,04864
99999,04865
12300,04901
12300,04903
12300,04910
99999,04911
99999,04912
99999,04915
12300,04917
12300,04918
99999,04920
99999,04921
12620,04921
99999,04922
99999,04923
99999,04924
99999,04925
12300,04926
12300,04927
99999,04927
12620,04928
99999,04929
12620,04930
99999,04930
12620,04932
12620,04933
12300,04935
99999,04936
12300,04937
99999,04937
99999,04938
12620,04939
99999,04940
99999,04941
99999,04942
99999,04943
99999,04944
99999,04945
99999,04947
99999,04949
99999,04950
99999,04951
99999,04952
12620,04953
99999,04954
99999,04955
99999,04956
99999,04957
99999,04958
99999,04961
12300,04962
12300,04963
99999,04964
99999,04965
99999,04966
99999,04967
12620,04969
99999,04970
99999,04971
99999,04973
99999,04974
99999,04975
99999,04976
99999,04978
99999,04979
99999,04981
99999,04982
99999,04983
99999,04984
99999,04985
99999,04986
99999,04987
99999,04988
12300,04988
12300,04989
99999,04992
30100,05001
30100,05009
30100,05030
30100,05031
30100,05032
30100,05033
30100,05034
30100,05035
30100,05036
30100,05037
30100,05038
30100,05039
30100,05040
30100,05041
99999,05042
30100,05043
30100,05045
30100,05046
99999,05046
30100,05047
30100,05048
30100,05049
99999,05050
30100,05051
30100,05052
30100,05053
30100,05054
30100,05055
30100,05056
30100,05058
30100,05059
30100,05060
12740,05060
30100,05061
30100,05062
30100,05065
30100,05067
30100,05068
30100,05069
99999,05069
30100,05070
30100,05071
30100,05072
30100,05073
30100,05074
30100,05075
30100,05076
30100,05077
30100,05079
99999,05081
30100,05081
30100,05083
30100,05084
30100,05085
30100,05086
30100,05088
30100,05089
30100,05091
99999,05101
99999,05141
30100,05142
99999,05143
30100,05143
99999,05146
99999,05148
30100,05148
13540,05148
30100,05149
30100,05150
30100,05151
13540,05152
30100,05153
99999,05154
13540,05155
99999,05155
99999,05156
30100,05156
99999,05158
99999,05159
13540,05161
30100,05161
13540,05201
99999,05201
13540,05250
40860,05251
13540,05251
13540,05252
40860,05253
13540,05253
13540,05254
13540,05255
13540,05257
13540,05260
13540,05261
13540,05262
99999,05301
13540,05340
99999,05341
99999,05342
13540,05343
99999,05343
99999,05344
99999,05345
99999,05346
13540,05350
99999,05350
99999,05351
13540,05352
99999,05353
99999,05354
99999,05355
99999,05356
99999,05357
99999,05358
99999,05359
99999,05360
99999,05361
99999,05362
13540,05363
99999,05363
15540,05401
15540,05402
15540,05403
15540,05404
15540,05405
15540,05406
15540,05407
15540,05408
15540,05439
15540,05440
15540,05441
99999,05442
99999,05443
15540,05444
99999,05444
99999,05445
15540,05445
15540,05446
15540,05447
15540,05448
15540,05449
15540,05450
15540,05451
15540,05452
15540,05453
15540,05454
15540,05455
99999,05456
15540,05457
15540,05458
15540,05459
15540,05460
99999,05461
15540,05461
15540,05462
99999,05462
15540,05463
15540,05464
99999,05464
15540,05465
15540,05466
15540,05468
99999,05469
15540,05470
15540,05471
99999,05471
99999,05472
99999,05473
15540,05474
99999,05476
15540,05476
15540,05477
15540,05478
15540,05479
15540,05481
15540,05482
15540,05483
15540,05485
15540,05486
15540,05487
99999,05487
15540,05488
99999,05489
15540,05489
15540,05490
99999,05491
99999,05492
15540,05494
15540,05495
14460,05501
12740,05601
12740,05602
12740,05603
12740,05604
12740,05609
12740,05620
12740,05633
12740,05640
12740,05641
30100,05641
99999,05647
12740,05647
12740,05648
12740,05649
30100,05649
12740,05650
12740,05651
99999,05652
99999,05653
12740,05654
30100,05654
99999,05655
99999,05656
99999,05657
99999,05658
12740,05658
12740,05660
99999,05661
99999,05662
30100,05663
12740,05663
12740,05664
99999,05665
12740,05666
12740,05667
12740,05669
30100,05669
99999,05669
12740,05670
12740,05671
99999,05672
12740,05673
12740,05674
30100,05675
12740,05676
15540,05676
12740,05677
12740,05678
30100,05679
99999,05680
12740,05680
12740,05681
12740,05682
40860,05701
40860,05702
40860,05730
40860,05731
40860,05732
99999,05733
40860,05733
99999,05734
40860,05735
40860,05736
40860,05737
40860,05738
40860,05739
99999,05740
40860,05741
40860,05742
40860,05743
40860,05744
40860,05745
30100,05746
99999,05747
99999,05748
40860,05750
40860,05751
99999,05753
40860,05757
30100,05758
40860,05758
40860,05759
99999,05760
40860,05760
40860,05761
13540,05761
30100,05762
40860,05762
40860,05763
40860,05764
40860,05765
99999,05766
40860,05767
30100,05767
99999,05767
13540,05768
99999,05769
99999,05770
30100,05772
40860,05772
40860,05773
40860,05774
40860,05775
13540,05775
13540,05776
40860,05777
40860,05778
99999,05778
99999,05819
99999,05820
99999,05821
99999,05822
99999,05823
99999,05824
99999,05825
99999,05826
99999,05827
99999,05828
99999,05829
99999,05830
99999,05832
99999,05833
99999,05836
99999,05837
99999,05838
99999,05839
99999,05840
99999,05841
99999,05842
99999,05843
12740,05843
99999,05845
99999,05846
99999,05847
99999,05848
99999,05849
99999,05850
99999,05851
99999,05853
99999,05855
99999,05857
99999,05858
99999,05859
99999,05860
99999,05861
99999,05862
99999,05863
99999,05866
99999,05867
99999,05868
99999,05871
99999,05872
99999,05873
12740,05873
99999,05874
99999,05875
99999,05901
99999,05902
99999,05903
99999,05904
99999,05905
99999,05906
99999,05907
25540,06001
25540,06002
25540,06006
45860,06010
25540,06010
25540,06011
25540,06013
25540,06016
45860,06018
25540,06019
25540,06020
45860,06021
25540,06022
25540,06023
45860,06024
25540,06025
25540,06026
25540,06027
25540,06028
25540,06029
25540,06030
45860,06031
25540,06032
25540,06033
25540,06034
25540,06035
35300,06037
25540,06037
45860,06039
25540,06040
25540,06041
25540,06042
25540,06043
25540,06045
25540,06050
25540,06051
25540,06052
25540,06053
45860,06057
45860,06058
45860,06059
25540,06060
45860,06061
25540,06062
45860,06063
25540,06064
25540,06065
45860,06065
25540,06066
25540,06067
45860,06068
45860,06069
25540,06070
25540,06071
25540,06072
25540,06073
25540,06074
25540,06075
25540,06076
25540,06077
25540,06078
45860,06079
25540,06080
25540,06081
25540,06082
25540,06083
25540,06084
25540,06085
25540,06088
25540,06089
25540,06090
25540,06091
25540,06092
25540,06093
25540,06095
25540,06096
45860,06098
25540,06101
25540,06102
25540,06103
25540,06105
25540,06106
25540,06107
25540,06108
25540,06109
25540,06110
25540,06111
25540,06112
25540,06114
25540,06115
25540,06117
25540,06118
25540,06119
25540,06120
25540,06123
25540,06126
25540,06127
25540,06128
25540,06129
25540,06131
25540,06132
25540,06133
25540,06134
25540,06137
25540,06138
25540,06141
25540,06142
25540,06143
25540,06144
25540,06145
25540,06146
25540,06147
25540,06152
25540,06153
25540,06154
25540,06155
25540,06156
25540,06160
25540,06161
25540,06167
25540,06183
25540,06199
49340,06226
25540,06226
49340,06230
25540,06231
35980,06231
25540,06232
49340,06233
49340,06234
49340,06235
25540,06235
25540,06237
25540,06238
49340,06239
49340,06241
49340,06242
25540,06242
49340,06243
49340,06244
49340,06246
49340,06247
25540,06248
35980,06249
25540,06250
49340,06250
25540,06251
35980,06254
49340,06255
49340,06256
49340,06258
49340,06259
49340,06260
49340,06262
49340,06263
49340,06264
49340,06266
49340,06267
25540,06268
25540,06269
49340,06277
49340,06278
49340,06279
25540,06279
49340,06280
49340,06281
49340,06282
35980,06320
49340,06330
35980,06330
49340,06331
49340,06332
35980,06333
35980,06334
35980,06335
35980,06336
35980,06338
35980,06339
35980,06340
35980,06349
35980,06350
49340,06351
35980,06351
35980,06353
49340,06354
35980,06355
35980,06357
35980,06359
35980,06360
35980,06365
35980,06370
35980,06371
